status,style,street,city,zip_code,beds,full_baths,half_baths,sqft,year_built,list_price,sold_price,price_per_sqft,latitude,longitude,county,house_age,style_CONDO,style_CONDOS,style_COOP,style_LAND,style_MOBILE,style_MULTI_FAMILY,style_OTHER,style_SINGLE_FAMILY,style_TOWNHOMES,total_baths,beds_times_sqft,total_baths_times_sqft
SOLD,SINGLE_FAMILY,95  Crosshill St,Staten Island,10301,4.0,3.0,1.0,2590.0,1899.0,1150000.0,950000,367.0,40.627387,-74.104477,Richmond,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,10360.0,9065.0
SOLD,SINGLE_FAMILY,8648  26th Ave,Brooklyn,11214,5.0,4.0,0.0,1802.0,1925.0,799000.0,790000,438.0,40.595765,-73.986252,Kings,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9010.0,7208.0
SOLD,MULTI_FAMILY,18-26  73th St,Bensonhurst,11204,6.0,3.0,0.0,1381.5,1910.0,1280000.0,1080000,781.7589576547231,40.613991,-73.994232,Kings,114.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8289.0,4144.5
SOLD,COOP,82  Charles St,New York,10014,1.0,1.0,0.0,1381.5,1900.0,950000.0,900000,651.4657980456026,40.734588,-74.0039,New York,124.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,CONDOS,111 W 56th St,New York,10019,1.0,1.0,0.0,549.0,2022.0,1275000.0,1230000,2240.0,40.764832,-73.984322,Queens,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,549.0,549.0
SOLD,COOP,67-23  223 Pl,Bayside,11364,2.0,1.0,0.0,1381.5,1950.0,250000.0,243000,175.89576547231272,40.746,-73.752558,Queens,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,MULTI_FAMILY,7308  6th Ave,Brooklyn,11209,3.0,2.0,0.0,1900.0,1915.0,1299999.0,1255000,661.0,40.62971,-74.019923,Kings,109.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5700.0,3800.0
SOLD,COOP,230  Jay St,Brooklyn,11201,2.0,1.0,0.0,870.0,1950.0,799000.0,760000,874.0,40.697639,-73.987244,Kings,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1740.0,870.0
SOLD,COOP,199-01  19th Ave,Whitestone,11357,1.0,1.0,0.0,610.0,1950.0,198888.0,205000,336.0,40.780647,-73.793716,Queens,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,610.0,610.0
SOLD,SINGLE_FAMILY,3037  Richmond Rd,Staten Island,10306,4.0,3.0,0.0,3098.0,1901.0,719900.0,685000,221.0,40.575831,-74.122694,Richmond,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12392.0,9294.0
SOLD,SINGLE_FAMILY,103  Amity Pl,Staten Island,10303,3.0,2.0,1.0,1920.0,1991.0,639000.0,620000,323.0,40.62416,-74.161272,Richmond,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,5760.0,4800.0
SOLD,SINGLE_FAMILY,2-40  149th Pl,Whitestone,11357,4.0,3.0,0.0,3100.0,1999.0,1879000.0,1860000,600.0,40.798526,-73.820076,Queens,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12400.0,9300.0
SOLD,MULTI_FAMILY,239-38  148th Rd,Rosedale,11422,6.0,5.0,0.0,1381.5,2023.0,1289000.0,1299000,940.2823018458198,40.653782,-73.744502,Queens,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8289.0,6907.5
SOLD,MULTI_FAMILY,412  Torry Ave,Bronx,10473,6.0,3.0,0.0,2710.0,1970.0,879000.0,875000,323.0,40.815046,-73.848897,Bronx,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,16260.0,8130.0
SOLD,CONDOS,188 E 64th St,New York,10065,2.0,1.0,0.0,1494.0,1987.0,2400000.0,2305000,1543.0,40.764499,-73.964841,New York,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2988.0,1494.0
SOLD,COOP,9031  Fort Hamilton Pkwy,Brooklyn,11209,1.0,1.0,0.0,650.0,1927.0,246888.0,243000,374.0,40.617316,-74.02677,Kings,97.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650.0,650.0
SOLD,COOP,123-35  82nd Rd,Kew Gardens,11415,1.0,1.0,0.0,1381.5,1930.0,232500.0,212000,153.4563879840753,40.712097,-73.827553,Queens,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,COOP,68-20  Selfridge St,Forest Hills,11375,1.0,1.0,0.0,1381.5,1966.0,328000.0,328000,237.42309084328627,40.71339,-73.856857,Queens,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,COOP,76  State St,Brooklyn,11201,2.0,1.0,0.0,1381.5,1910.0,2195000.0,2160000,1563.5179153094462,40.691631,-73.997063,Kings,114.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,COOP,18 E 63rd St,New York,10065,2.0,1.0,0.0,1381.5,1920.0,899000.0,849000,614.5494028230185,40.766114,-73.970218,New York,104.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,COOP,955  Park Ave,New York,10028,3.0,1.0,0.0,1381.5,1915.0,1995000.0,1995000,1444.0825190010858,40.777267,-73.959015,New York,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,CONDOS,2350 W 11th St,Brooklyn,11223,1.0,1.0,0.0,737.0,2021.0,548000.0,390000,529.0,40.590149,-73.981506,Kings,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,737.0,737.0
SOLD,SINGLE_FAMILY,323  Getz Ave,Staten Island,10312,3.0,1.0,0.0,2115.0,1984.0,669000.0,625000,296.0,40.551521,-74.164672,Richmond,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6345.0,2115.0
SOLD,SINGLE_FAMILY,10-16  117th St,Queens,11356,2.0,1.0,0.0,960.0,1950.0,689000.0,665000,693.0,40.788261,-73.850832,Queens,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1920.0,960.0
SOLD,SINGLE_FAMILY,9  Locust Ave,Staten Island,10306,4.0,2.0,1.0,2227.0,1960.0,888888.0,860000,386.0,40.577685,-74.117085,Richmond,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,8908.0,5567.5
SOLD,CONDOS,153-40  83rd St,Howard Beach,11414,3.0,2.0,0.0,1381.5,1983.0,689900.0,640000,463.26456749909516,40.665116,-73.851506,Queens,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4144.5,2763.0
SOLD,COOP,269-10  Grand Central Pkwy,Floral Park,11005,0.0,1.0,0.0,1381.5,1975.0,249999.0,241000,174.44806369887803,40.75678,-73.714212,Queens,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1381.5
SOLD,CONDOS,721  Fifth Ave,New York,10022,2.0,2.0,1.0,1381.5,1983.0,2995000.0,2995000,2167.933405718422,40.762312,-73.97389,New York,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2763.0,3453.75
SOLD,CONDOS,168-13  Powells Cove Blvd,Beechhurst,11357,2.0,2.0,1.0,1352.0,1924.0,845000.0,810000,599.0,40.794209,-73.795112,Queens,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2704.0,3380.0
SOLD,SINGLE_FAMILY,115-56  205th St,Saint Albans,11412,3.0,2.0,0.0,1381.5,1930.0,670000.0,665000,481.3608396670286,40.697585,-73.7489,Queens,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4144.5,2763.0
SOLD,SINGLE_FAMILY,200-16  36 Ave,Bayside,11361,4.0,1.0,1.0,1715.0,1940.0,1048000.0,999000,583.0,40.764001,-73.785639,Queens,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,6860.0,2572.5
SOLD,COOP,12116  Ocean Promenade,Rockaway Park,11694,1.0,1.0,0.0,1381.5,1955.0,325000.0,270000,195.43973941368077,40.576227,-73.840639,Queens,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,COOP,458  Neptune Ave,Brooklyn,11224,2.0,1.0,1.0,1050.0,1964.0,489000.0,480000,457.0,40.579403,-73.970901,Kings,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2100.0,1575.0
SOLD,CONDOS,188 E 78th St,New York,10075,5.0,1.0,0.0,2874.0,2000.0,5500000.0,5350000,1862.0,40.773467,-73.958288,New York,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14370.0,2874.0
SOLD,LAND,Macfarland Ave,Staten Island,10305,3.0,1.0,0.0,1381.5,1955.0,499999.0,300000,217.15526601520088,40.596661,-74.07450700000001,Richmond,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,SINGLE_FAMILY,64-92  84th St,Middle Village,11379,3.0,2.0,0.0,1280.0,1935.0,869000.0,837500,654.0,40.719297,-73.868333,Queens,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3840.0,2560.0
SOLD,SINGLE_FAMILY,941  Newkirk Ave,Brooklyn,11230,3.0,1.0,0.0,1565.0,1901.0,919000.0,830000,530.0,40.633653,-73.967891,Kings,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4695.0,1565.0
SOLD,SINGLE_FAMILY,15  Macfarland Ave,Staten Island,10305,3.0,1.0,0.0,1275.0,1956.0,749999.0,700000,549.0,40.598705,-74.067505,Richmond,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3825.0,1275.0
SOLD,COOP,3636  Greystone Ave,Bronx,10463,1.0,1.0,0.0,840.0,1940.0,230000.0,228000,271.0,40.886724,-73.905101,Bronx,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,840.0,840.0
SOLD,COOP,1750 E 14th St,Brooklyn,11229,2.0,1.0,0.0,1200.0,1955.0,329000.0,279000,233.0,40.606941,-73.95903,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2400.0,1200.0
SOLD,TOWNHOMES,251  Loretto St,Staten Island,10307,2.0,1.0,1.0,1488.0,1990.0,474999.0,480000,323.0,40.504711,-74.239337,Richmond,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2976.0,2232.0
SOLD,MULTI_FAMILY,169  Slater Blvd,Staten Island,10305,5.0,2.0,0.0,1300.0,1970.0,1150000.0,908000,698.0,40.581182,-74.090117,Richmond,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6500.0,2600.0
SOLD,SINGLE_FAMILY,3043  Brighton 14 St,Brooklyn,11235,8.0,3.0,0.0,3050.0,1955.0,1295000.0,1250000,410.0,40.578662,-73.955113,Kings,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,24400.0,9150.0
SOLD,SINGLE_FAMILY,77-11  66th Dr,Middle Village,11379,3.0,1.0,0.0,1248.0,1930.0,769000.0,730000,585.0,40.71408,-73.876395,Queens,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3744.0,1248.0
SOLD,SINGLE_FAMILY,221-28  103 Ave,Queens Village,11429,2.0,2.0,0.0,1360.0,1925.0,649000.0,680000,500.0,40.711461,-73.732328,Queens,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2720.0,2720.0
SOLD,CONDOS,9917  Shore Rd,Brooklyn,11209,3.0,1.0,0.0,1702.0,2006.0,1398000.0,1400000,823.0,40.613237,-74.036303,Kings,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5106.0,1702.0
SOLD,COOP,150 E 77th St,New York,10075,1.0,1.0,0.0,1381.5,1958.0,1395000.0,1230000,890.3365906623236,40.773292,-73.959616,New York,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,COOP,301 E 69th St,New York,10021,2.0,1.0,0.0,1381.5,1963.0,1299000.0,1225000,886.7173362287368,40.766827,-73.959396,New York,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,SINGLE_FAMILY,41 W 87th St,New York,10024,7.0,1.0,0.0,7689.0,1910.0,10900000.0,10396000,1352.0,40.786884,-73.970444,New York,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53823.0,7689.0
SOLD,SINGLE_FAMILY,43  Goff Ave,Staten Island,10309,3.0,1.0,0.0,1504.0,1935.0,899000.0,850000,565.0,40.525433,-74.212273,Richmond,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4512.0,1504.0
SOLD,MULTI_FAMILY,739  58th St,Brooklyn,11220,5.0,2.0,0.0,1696.0,1915.0,1580000.0,1580000,932.0,40.637469,-74.009295,Kings,109.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8480.0,3392.0
SOLD,COOP,99-15  66th Ave,Rego Park,11374,1.0,1.0,0.0,800.0,1950.0,238000.0,222500,278.0,40.728726,-73.854259,Queens,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800.0,800.0
SOLD,SINGLE_FAMILY,83  Kenmore St,Staten Island,10312,4.0,1.0,1.0,2044.0,1974.0,849900.0,830000,406.0,40.560588,-74.179109,Richmond,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,8176.0,3066.0
SOLD,COOP,102-36  64 Ave,Forest Hills,11375,1.0,1.0,0.0,1381.5,1950.0,259000.0,259000,187.47737965979007,40.73182,-73.852082,Queens,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,SINGLE_FAMILY,1935  Kimball St,Brooklyn,11234,3.0,1.0,0.0,1192.0,1925.0,829000.0,815000,684.0,40.612684,-73.92928,Kings,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3576.0,1192.0
SOLD,COOP,112-20  72nd Dr,Queens,11375,1.0,1.0,0.0,1381.5,1956.0,420000.0,405000,293.15960912052117,40.720486,-73.836838,Queens,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,CONDOS,225 W 86th St,New York,10024,3.0,1.0,0.0,2203.0,1909.0,5650000.0,5350000,2429.0,40.788006,-73.975372,New York,115.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6609.0,2203.0
SOLD,COOP,2260  Benson Ave,Brooklyn,11214,2.0,1.0,0.0,1250.0,1956.0,575000.0,575000,460.0,40.59901,-73.993996,Kings,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500.0,1250.0
SOLD,COOP,305 E 24th St,New York,10010,1.0,1.0,0.0,852.0,1966.0,649000.0,630000,739.0,40.738677,-73.979777,New York,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,852.0,852.0
SOLD,MULTI_FAMILY,2444 W 3rd St,Brooklyn,11223,4.0,2.0,0.0,2880.0,1955.0,1325000.0,1270000,441.0,40.589095,-73.973084,Kings,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11520.0,5760.0
SOLD,CONDOS,540  Sixth Ave,New York,10011,3.0,1.0,0.0,1808.0,2021.0,4995000.0,4475000,2475.0,40.724503,-73.982208,New York,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5424.0,1808.0
SOLD,CONDOS,156  Devoe St,Brooklyn,11211,1.0,1.0,0.0,1040.0,2023.0,1249000.0,1249000,1201.0,40.713604,-73.944786,Kings,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1040.0,1040.0
SOLD,MULTI_FAMILY,21-08  72nd St,East Elmhurst,11370,5.0,2.0,1.0,3102.0,1955.0,1349000.0,1375000,443.0,40.76972,-73.897628,Queens,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,15510.0,7755.0
SOLD,CONDOS,347 W 57th St,New York,10019,2.0,3.0,0.0,1397.0,1982.0,1475000.0,1525000,1092.0,40.767962,-73.984573,New York,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2794.0,4191.0
SOLD,COOP,40 W 77th St,New York,10024,3.0,1.0,0.0,1381.5,1928.0,3450000.0,3400000,2461.093014838943,40.77995,-73.975416,New York,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,MULTI_FAMILY,149  Marisa Cir,Staten Island,10309,5.0,2.0,1.0,2200.0,1984.0,788000.0,805000,366.0,40.53836,-74.216262,Richmond,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,11000.0,5500.0
SOLD,SINGLE_FAMILY,94-27  221st St,Queens Village,11428,3.0,1.0,0.0,1381.5,1925.0,715000.0,685000,495.83785740137535,40.720879,-73.733407,Queens,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4144.5,1381.5
SOLD,CONDOS,442  3rd St,Brooklyn,11215,3.0,1.0,0.0,1381.5,1920.0,2300000.0,2300000,1664.8570394498734,40.671383,-73.980743,Kings,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,TOWNHOMES,245  Signs Rd,Staten Island,10314,2.0,1.0,1.0,1476.0,1983.0,585000.0,580000,393.0,40.603029,-74.170276,Richmond,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2952.0,2214.0
SOLD,SINGLE_FAMILY,303  Netherland Ave,Staten Island,10303,3.0,1.0,1.0,1160.0,2020.0,529999.0,570000,491.0,40.628973,-74.158751,Richmond,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3480.0,1740.0
SOLD,SINGLE_FAMILY,193-06  122nd Ave,Jamaica,11413,5.0,3.0,0.0,2000.0,1930.0,779000.0,765000,383.0,40.685785,-73.753827,Queens,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10000.0,6000.0
SOLD,SINGLE_FAMILY,649  Bay Ridge Pkwy,Brooklyn,11209,4.0,1.0,1.0,1720.0,1925.0,1089000.0,1080000,628.0,40.627544,-74.01884,Kings,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,6880.0,2580.0
SOLD,SINGLE_FAMILY,172-19  109th Ave,Saint Albans,11412,5.0,5.0,1.0,1381.5,1920.0,1088000.0,1040000,752.8049221860297,40.698587,-73.782171,Queens,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,6907.5,7598.25
SOLD,COOP,825  Fifth Ave,New York,10065,0.0,1.0,0.0,1381.5,1927.0,150000.0,225000,162.86644951140065,40.76704,-73.970596,New York,97.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1381.5
SOLD,MULTI_FAMILY,1665 E 8th St,Brooklyn,11223,4.0,2.0,1.0,1890.0,1925.0,1200000.0,1160000,614.0,40.608056,-73.964628,Kings,99.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,7560.0,4725.0
SOLD,MULTI_FAMILY,1227  60th St,Brooklyn,11219,3.0,2.0,0.0,5300.0,1931.0,2350000.0,2180000,411.0,40.629833,-73.999763,Kings,93.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15900.0,10600.0
SOLD,SINGLE_FAMILY,1710 E 51st St,Old Mill Basin,11234,3.0,1.0,0.0,1230.0,1925.0,599999.0,575000,467.0,40.618531,-73.92611,Kings,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3690.0,1230.0
SOLD,MULTI_FAMILY,87-30  114th St,Richmond Hill,11418,7.0,6.0,0.0,4800.0,1930.0,1059000.0,890000,185.0,40.697334,-73.834701,Queens,94.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,33600.0,28800.0
SOLD,COOP,8701  Shore Rd,Brooklyn,11209,2.0,1.0,0.0,1050.0,1932.0,489000.0,484000,461.0,40.624386,-74.040581,Kings,92.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2100.0,1050.0
SOLD,COOP,37-16  83rd St,Jackson Heights,11372,1.0,1.0,0.0,720.0,1928.0,290000.0,275000,382.0,40.749252,-73.883559,Queens,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,720.0,720.0
SOLD,COOP,83-06  Vietor Ave,Elmhurst,11373,1.0,1.0,0.0,850.0,1960.0,347000.0,335000,394.0,40.74255,-73.881447,Queens,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850.0,850.0
SOLD,CONDOS,270 W 17th St,New York,10011,1.0,1.0,0.0,568.0,1988.0,999000.0,995000,1752.0,40.741225,-74.000999,New York,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,568.0,568.0
SOLD,COOP,4265  Webster Ave,Bronx,10470,2.0,1.0,0.0,1100.0,1982.0,269900.0,265000,241.0,40.897852,-73.862885,Bronx,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2200.0,1100.0
SOLD,COOP,1 W 72nd St,New York,10023,3.0,1.0,0.0,2600.0,1884.0,4750000.0,4999000,1923.0,40.776546,-73.976334,New York,140.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7800.0,2600.0
SOLD,COOP,1311  Brightwater Ave,Brooklyn,11235,2.0,1.0,0.0,1000.0,1955.0,565000.0,520000,520.0,40.575973,-73.955933,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000.0,1000.0
SOLD,COOP,1311  Brightwater Ave,Brooklyn,11235,2.0,1.0,0.0,1000.0,1955.0,575000.0,525000,525.0,40.575832,-73.95562,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000.0,1000.0
SOLD,SINGLE_FAMILY,135-25  225th St,Laurelton,11413,4.0,2.0,0.0,1160.0,1945.0,549000.0,599000,516.0,40.675252,-73.745912,Queens,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4640.0,2320.0
SOLD,SINGLE_FAMILY,135-22  95th St,Ozone Park,11417,3.0,3.0,0.0,1065.0,1925.0,668000.0,650000,610.0,40.67327,-73.84168,Queens,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3195.0,3195.0
SOLD,CONDOS,425 W 50th St,New York,10019,1.0,1.0,0.0,923.0,1927.0,1195000.0,1130000,1224.0,40.764114,-73.990158,New York,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,923.0,923.0
SOLD,CONDOS,382  Central Park,New York,10025,1.0,1.0,0.0,747.0,1961.0,657360.0,671500,899.0,40.793671,-73.965557,New York,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,747.0,747.0
SOLD,COOP,601  79th St,Brooklyn,11209,1.0,1.0,0.0,800.0,1940.0,359000.0,350000,438.0,40.624988,-74.020861,Kings,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800.0,800.0
SOLD,COOP,45 E End Ave,New York,10028,1.0,1.0,0.0,800.0,1951.0,575000.0,540000,675.0,40.771778,-73.946854,New York,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800.0,800.0
SOLD,MULTI_FAMILY,16  Case Ave,Staten Island,10309,3.0,2.0,0.0,2500.0,2003.0,1075000.0,990000,396.0,40.517667,-74.195408,Richmond,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7500.0,5000.0
SOLD,TOWNHOMES,252  Emily Ln,Staten Island,10312,1.0,1.0,1.0,1059.0,1996.0,348000.0,350000,331.0,40.561254,-74.186514,Richmond,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1059.0,1588.5
SOLD,SINGLE_FAMILY,120-19  226 St,Cambria Heights,11411,5.0,3.0,1.0,1381.5,1950.0,899000.0,855000,618.8925081433225,40.687977,-73.737474,Queens,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,6907.5,4835.25
SOLD,MULTI_FAMILY,220-01  135th Ave,Jamaica,11413,5.0,2.0,0.0,1381.5,1940.0,629900.0,477853,345.89431777053926,40.677767,-73.750285,Queens,84.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6907.5,2763.0
SOLD,SINGLE_FAMILY,43-71  168th St,Flushing,11358,3.0,2.0,1.0,1381.5,1935.0,1338000.0,1287000,931.5960912052117,40.756238,-73.798598,Queens,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,4144.5,3453.75
SOLD,COOP,200 W 79th St,New York,10024,1.0,1.0,0.0,1381.5,1978.0,1029000.0,999000,723.1270358306189,40.783115,-73.978775,New York,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,COOP,9205  Whitney Ave,Elmhurst,11373,1.0,1.0,0.0,1381.5,1939.0,299000.0,299000,216.43141512848354,40.747705,-73.874541,Queens,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,MULTI_FAMILY,5816  Avenue O,Brooklyn,11234,2.0,1.0,0.0,1381.5,1955.0,599000.0,570000,412.5950054288817,40.616883,-73.918351,Kings,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,MULTI_FAMILY,1307  Shore Pkwy,Brooklyn,11214,3.0,2.0,1.0,720.0,1950.0,1398000.0,1350000,1875.0,40.600869,-74.009097,Kings,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,2160.0,1800.0
