sqft_log,beds_std,full_baths_std,total_rooms_std,zip_code,sold_price_log
7.23164873339649,0.0490489276226036,-0.6581335069170878,-1.187673761683966,10028.0,14.23750562376114
7.055312843339752,0.0490489276226036,-0.6581335069170878,-1.187673761683966,10128.0,13.933294482509153
7.167809184316444,0.0490489276226036,-0.6581335069170878,0.7489119624707685,10314.0,13.126357390703754
6.508769136971682,-1.1420881687306967,-0.6581335069170878,-2.378810858037266,10314.0,12.694655727828804
6.55250788703459,-1.1420881687306967,-0.6581335069170878,-2.378810858037266,11362.0,12.388398368982116
7.482681828154651,0.0490489276226036,0.3779596370165798,-0.1515806177502984,10306.0,13.49116588426581
7.23164873339649,-0.5465196205540465,-0.6581335069170878,-1.7832423098606165,11364.0,12.706850963741102
7.23164873339649,4.813597313035805,4.522332212751251,8.757340343397573,11219.0,14.100690252077351
7.23164873339649,0.0490489276226036,-0.6581335069170878,-1.187673761683966,10021.0,14.72175135802525
7.23164873339649,-1.1420881687306967,-0.6581335069170878,-2.378810858037266,10022.0,12.974735378566264
7.23164873339649,0.0490489276226036,-0.6581335069170878,-1.187673761683966,10128.0,12.141539457711714
6.746412128573375,-1.1420881687306967,-0.6581335069170878,-2.378810858037266,11005.0,12.73670383776449
7.711101251840158,0.0490489276226036,-0.6581335069170878,-1.187673761683966,10312.0,13.444448325847754
7.814399633804487,1.240186023975904,0.3779596370165798,1.0395564786030018,10466.0,13.64115836129498
7.627544390488503,0.6446174757992539,-0.6581335069170878,-0.5921052135073158,10314.0,13.704580114574805
7.208600337960199,0.0490489276226036,0.3779596370165798,-0.1515806177502984,11203.0,13.270785106659046
7.23164873339649,0.0490489276226036,-0.6581335069170878,-1.187673761683966,11215.0,13.139930173758932
7.23164873339649,0.0490489276226036,-0.6581335069170878,-1.187673761683966,10021.0,13.312985389904174
6.83087423464618,-1.1420881687306967,-0.6581335069170878,-2.378810858037266,11360.0,12.765691290604371
6.803505257608338,0.0490489276226036,0.3779596370165798,-0.1515806177502984,11691.0,13.42246945133505
7.23164873339649,-0.5465196205540465,0.3779596370165798,-0.7471491659269485,11360.0,12.793862088206213
7.23164873339649,-1.1420881687306967,-0.6581335069170878,-2.378810858037266,10022.0,13.122365377402328
7.23164873339649,3.0268916685058542,1.4140527809502474,3.86235526706662,11236.0,13.384729180332174
7.601402334583733,1.240186023975904,1.4140527809502474,4.012235346691404,11214.0,14.093143052138023
7.393263094763838,-0.5465196205540465,0.3779596370165798,-0.7471491659269485,10128.0,14.366518547731806
7.23164873339649,0.0490489276226036,-0.6581335069170878,0.7489119624707685,11422.0,13.407543823396258
6.78332520060396,-0.5465196205540465,-0.6581335069170878,-1.7832423098606165,10306.0,12.91164481522143
7.601402334583733,-0.5465196205540465,-0.6581335069170878,0.1533434142941183,10314.0,13.091906231773164
7.23164873339649,-1.1420881687306967,-0.6581335069170878,-2.378810858037266,11361.0,12.614868865984633
7.23164873339649,0.6446174757992539,1.4140527809502474,1.4800810743600197,11357.0,14.045034511154766
7.13966033596492,0.6446174757992539,0.3779596370165798,0.4439879304263517,10314.0,13.507627138738266
7.23164873339649,1.240186023975904,0.3779596370165798,2.976142202757736,11105.0,14.187074804051692
7.550135342488429,0.0490489276226036,-0.6581335069170878,0.7489119624707685,10305.0,13.429849547739444
7.273092595999522,0.6446174757992539,0.3779596370165798,0.4439879304263517,10305.0,13.451668563394817
6.90875477931522,-0.5465196205540465,-0.6581335069170878,-1.7832423098606165,11235.0,12.560247968016562
7.23164873339649,0.0490489276226036,0.3779596370165798,1.785005106404436,11423.0,13.462402103676569
